jurisdicción,sector,ámbito,departamento,código_de_departamento,localidad,código_de_localidad,cueanexo,nombre,domicilio,c._p.,teléfono,mail,nro
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,ESPERANZA,82070011,820023000,ESCUELA NRO 6403 CAPITAN DE FRAGATA ING. CARLOS M. GADDA,ALMTE BROWN 2782 ESTE ,S3080,03496 420393,prim6403_esperanza@santafe.edu.ar,6403
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820023100,ESCUELA NRO 2 BELGRANO,AMENABAR 2727 SUR ,S3000,0342 4572937*2937,prim2_santafe@santafe.edu.ar,2
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023200,ESCUELA NRO 913 MIGUEL DE CERVANTES SAAVEDRA,AVELLANEDA 277 VILLA DEL PRADO ,S2154,0341 4912010,prim913_capitanbermudez@santafe.edu.ar,913
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023300,JARDIN DE INFANTES NUCLEADO NRO 155 LOS PARAISOS,URQUIZA 356 VILLA CASSINI ,S2154,0341 4911474,jardin155_capitanbermudez@santafe.edu.ar,155
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023305,NUCLEO V - JARDIN DE INFANTES NUCLEADO NRO 155,PERU Y C ESCALADA   ,S2154,0341 4914879,jardin155_capitanbermudez@santafe.edu.ar,155
Santa Fe,Privado,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023400,ESCUELA PART. INC. NRO 1106 NUESTRA SEÑORA DE LOS MILAGROS,SARMIENTO S/N CELULOSA ,S2154,0341 4912632,prim1106_capitanbermudez@santafe.edu.ar,1106
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023500,E.E.M.P.A. NRO 1109,FLORIDA Y JUJUY  CENTRO ,S2154,0341 4918845,eempa1109_capitanbermudez@santafe.edu.ar,1109
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023600,ESCUELA NRO 6381 JUAN ALVAREZ,ENTRE RIOS 632 CELULOSA ,S2154,0341 4913369,prim6381_capitanbermudez@santafe.edu.ar,6381
Santa Fe,Privado,Urbano,SAN LORENZO,82119,CAPITAN BERMUDEZ,82119002,820023700,ESCUELA PART. INC. NRO 1387 MANUEL BELGRANO,SAN SALVADOR 242 VILLA CASSINI ,S2154,0341 4913750,prim1387_capitanbermudez@santafe.edu.ar,1387
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023800,ESCUELA PRIMARIA NOCTURNA NRO 19 JOHN FITZGERALD KENNEDY,AVENIDA CASEY 341 CENTRO ,S2600,03462 421546,primadulto19_venadotuerto@santafe.edu.ar,19
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,MURPHY,82042035,820023801,GRADO RADIAL I - ESCUELA NOCTURNA NRO 19,BELGRANO 391  ,S2601,03462 441245,primadulto19_venadotuerto@santafe.edu.ar,19
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023802,C.E.P.A. NRO 99,P JOSE T MAXWELL 580 ISLAS MALVINAS N. INICIAL ESC. NRO 1201,S2600,03462 420512,cepa99_venadotuerto@santafe.edu.ar,99
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023803,C.E.P.A. NRO 169,AZCUENAGA 2310 SAN JOSE OBRERO ,S2600,03462 426460,cepa169_venadotuerto@santafe.edu.ar,169
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023804,C.E.P.A. NRO 155,PRESIDENTE PERON 1305 TIRO FEDERAL ,S2600,03462 422084,cepa155_venadotuerto@santafe.edu.ar,155
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023805,C.E.P.A. NRO 109,P JOSE T MAXWELL 580 ISLAS MALVINAS N. INICIAL ESC. NRO 1201,S2600,03462 420512,cepa109_venadotuerto@santafe.edu.ar,109
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820023806,C.E.P.A. NRO 209 DOMINGO FAUSTINO SARMIENTO,AVENIDA COBO 900  ,S6100,03382 429359,cepa209_rufino@santafe.edu.ar,209
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VILLA CAÑAS,82042049,820023807,C.E.P.A. NRO 125,AVENIDA 50 187  ,S2607,03462 450436,cepa125_villacanas@santafe.edu.ar,125
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,MARIA TERESA,82042031,820023808,C.E.P.A. NRO 150,SAENZ PEÑA 105  ,S2609,03462 480347,cepa150_mariateresa@santafe.edu.ar,150
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023809,CE.C.LA. NRO 28,AVENIDA CASEY 341 CENTRO ,S2600,03462 421546,CECLA28_VENADOTUERTO@SANTAFE.EDU.AR,28
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,DIEGO DE ALVEAR,82042013,820023810,CE.C.LA. NRO 29,DOCTOR JUAN DUPUY 834  ,S6036,03382 493282,cecla29_diegodealvear@santafe.edu.ar,29
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,CARMEN,82042005,820023811,CE.C.LA. NRO 57,SARMIENTO   ESTACION DE TRENES,S2618,03462 493191,cecla57_carmen@santafe.edu.ar,57
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,SAN GREGORIO,82042041,820023812,CE.C.LA. NRO 135,   BARRIO FERROVIARIO,S2613,- -,cecla135_sangregorio@santafe.edu.ar,135
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820023900,ESCUELA NRO 496 MARIANO MORENO,AVENIDA CASEY 341 CENTRO ,S2600,03462 421546,prim496_venadotuerto@santafe.edu.ar,496
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820024000,ESCUELA NRO 1248 ROSA TOURNER DE ESTRUGAMOU,AVENIDA ESTRUGAMOU 250 CENTRO II ,S2600,03462 421514,prim1248_venadotuerto@santafe.edu.ar,1248
Santa Fe,Privado,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820024100,JARDIN DE INFANTES PART. INC. NRO 1323 DANTE ALIGHIERI,MITRE 766 CENTRO ,S2600,03462 432666,jardin1323_venadotuerto@santafe.edu.ar,1323
Santa Fe,Privado,Urbano,GENERAL LOPEZ,82042,VENADO TUERTO,82042048,820024200,E.E.S. ORIENTADA PART. INC. NRO 2065 TALLER DE NAZARETH,MITRE 1053  ,S2600,03462 424021,sec2065_venadotuerto@santafe.edu.ar,2065
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820024300,ESCUELA NRO 1258 SIMON BOLIVAR,MALVINAS ARGENTINAS 3749 FONAVI SAN GERONIMO MALVINAS ARGENTINAS Y 10 DE JUNIO,S3000,0342 4572926,prim1258_santafe@santafe.edu.ar,1258
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820024400,JARDIN DE INFANTES PART. INC. NRO 1279 MONSEÑOR JUAN BONEO,PASAJE DON ORIONE 645 LAS MALVINAS ,S2000,0341 4399193,jardin1279_rosario@santafe.edu.ar,1279
Santa Fe,Estatal,Urbano,GARAY,82035,SANTA ROSA DE CALCHINES,82035013,820024600,ESCUELA NRO 111 GENERAL GUILLERMO MILLER,RUTA PROVINCIAL NRO 1 - KM 33   CAMPO YOSSEN,S3022,0342  155165993,prim111_santarosadecalchines@santafe.edu.ar,111
Santa Fe,Estatal,Urbano,GARAY,82035,SANTA ROSA DE CALCHINES,82035013,820024800,ESCUELA NRO 427 JUAN GALO LAVALLE,RUTA PROVINCIAL 1 KM 43   CAMPO ITURRASPE,S3022,0342 4908784,prim427_santarosadecalchines@santafe.edu.ar,427
Santa Fe,Estatal,Rural,CASTELLANOS,82021,EUSTOLIA,82021028,820025000,ESCUELA NRO 483 JUAN ENRIQUE PESTALOZZI,   COLONIA EUSTOLIA - ZONA RURAL,S2407,03406 472067,prim483_eustolia@santafe.edu.ar,483
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,MARIA JUANA,82021041,820025100,ESCUELA NRO 398 DOMINGO FAUSTINO SARMIENTO,CHACABUCO 375  ,S2445,03406 471334,prim398_mariajuana@santafe.edu.ar,398
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,MARIA JUANA,82021041,820025101,C.E.R. NRO 337 BARTOLOME MITRE,   ESTACION MARIA JUANA,S2445,03406 471334,cer337_mariajuana@santafe.edu.ar,337
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,MARIA JUANA,82021041,820025300,JARDIN DE INFANTES NUCLEADO NRO 34 MARIA MONTESSORI,CHACABUCO 309  ,S2445,03406 471194,jardin34_mariajuana@santafe.edu.ar,34
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025400,E.E.M.P.A. NRO 1159 MARIA CATALINA ECHEVARRIA,AVENIDA GENERAL PAZ 7237 GUADALUPE ,S3000,0342 4579148,eempa1159_santafe@santafe.edu.ar,1159
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025500,ESCUELA NRO 38 BRIGADIER ESTANISLAO LOPEZ,AVENIDA GENERAL PAZ 7237 GUADALUPE ,S3000,0342 4578984*8984,prim38_santafe@santafe.edu.ar,38
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025600,E.E.S. ORIENTADA PART. INC. NRO 8150 NUESTRA SEÑORA DE GUADALUPE,PATRICIO CULLEN 7397 GUADALUPE ESTE ,S3000,0342 4191937,sec8150_santafe@santafe.edu.ar,8150
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025700,JARDIN DE INFANTES PART. INC. NRO 1227 SAN PABLO,JUAN JOSE CASTELLI 681 GUADALUPE ESTE ,S3000,0342 4604733,jardin1227_santafe@santafe.edu.ar,1227
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025800,ESCUELA PRIMARIA NOCTURNA NRO 84 FRANCISCO JAVIER DE LA ROSA,AVENIDA GENERAL PAZ 7237 GUADALUPE ,S3000,0342 4579118,primadulto84_santafe@santafe.edu.ar,84
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025801,GRADO RADIAL I - ESCUELA NOCTURNA NRO 84,REG. 12 DE INFANTERIA 2049 GUADALUPE OESTE ,S3000,0342 4579118,primadulto84_santafe@santafe.edu.ar,84
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820025900,JARDIN DE INFANTES NRO 150 JUAN ARANCIO,RECTOR PEDRO MARTINEZ 1197 EL POZO MANZANA 20,S3000,0342 4511601,jardin150_santafe@santafe.edu.ar,150
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820026100,ESCUELA PART. INC. NRO 1412 NUESTRA SEÑORA DE LA PAZ,SAAVEDRA 3485 LOYOLA ,S3016,0342 4745008,prim1412_santotome@santafe.edu.ar,1412
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820026200,ESCUELA PART. INC. NRO 1298 SEÑOR Y VIRGEN DEL MILAGRO,SAN MARTIN 2665 LOS HORNOS AL OESTE,S3016,0342 154733166,prim1298_santotome@santafe.edu.ar,1298
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820026300,JARDIN DE INFANTES NRO 163 JUAN CARLOS NAVA,SOLIS Y VELEZ SARFIELD  SAN MARTIN ,S3016,0342 4577969,jardin163_santotome@santafe.edu.ar,163
Santa Fe,Estatal,Rural,LA CAPITAL,82063,SANTO TOME,82063025,820026400,ESCUELA NRO 1301 JUAN DE SAN MARTIN,RUTA PROVINCIAL NRO 5   ,S3016,0342 154069422,prim1301_santotome@santafe.edu.ar,1301
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820026600,ESCUELA NRO 1259 NILCE UVIEDO RASSETTO,TUCUMÁN 3014 SARMIENTO ,S3016,0342 4577963,prim1259_santotome@santafe.edu.ar,1259
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820026700,ESCUELA NRO 1110 DOCTOR SIMON DE IRIONDO,ROQUE SAENZ PEÑA 3546 IRIONDO ,S3016,0342 4577961,prim1110_santotome@santafe.edu.ar,1110
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820026800,ESCUELA NRO 1299 PADRE OSVALDO CATENA,BOULEVARD PELLEGRINI 3811 ROMA JARDIN SEDE - AV.PRESIDENTE PERON 3182,S3000,0342 4572928,prim1299_santafe@santafe.edu.ar,1299
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820026900,ESCUELA NRO 5 VICENTE LOPEZ Y PLANES,TUCUMAN 3560 ROMA ,S3000,0342 4577128*7128,prim5_santafe@santafe.edu.ar,5
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820027100,I.S.P.I. NRO 4041 ROSARIO,BV OROÑO 939 CENTRO ,S2000,0341 5309990,superior4041_rosario@santafe.edu.ar,4041
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820027200,ESCUELA NRO 4 SARGENTO CABRAL,LAS HERAS 4720 SARGENTO CABRAL ,S3000,0342 4572948*2948,prim4_santafe@santafe.edu.ar,4
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820027300,ESCUELA NRO 465 DOCTOR WENCESLAO ESCALANTE,MARTIN ZAPATA 2849 ESCALANTE ,S3000,0342 4572977,prim465_santafe@santafe.edu.ar,465
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820027400,JARDIN DE INFANTES NRO 5 FEDERICO FROEBEL,CARLOS GARDEL 388 BARRANQUITAS ,S2300,03492 441171,jardin5_rafaela@santafe.edu.ar,5
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820027500,CENTRO DE EDUCACION FISICA NRO 34,J ABELE 1086 ITALIA ,S2300,03492 435788,cef34_rafaela@santafe.edu.ar,34
Santa Fe,Estatal,Urbano,CASEROS,82014,CHAÑAR LADEADO,82014008,820027600,E.E. TÉCNICO PROFESIONAL NRO 289 BERNARDINO RIVADAVIA,JORGE SACCO 690  ,S2643,03468 481121,sec289_chanarladeado@santafe.edu.ar,289
Santa Fe,Privado,Urbano,CASEROS,82014,CHAÑAR LADEADO,82014008,820027700,ESCUELA PART. INC. NRO 1062 NUESTRA SEÑORA DEL PERPETUO SOCORRO,JOSE FORESTO 313  ,S2643,03468 481018,prim1062_chanarladeado@santafe.edu.ar,1062
Santa Fe,Estatal,Urbano,CASEROS,82014,CHAÑAR LADEADO,82014008,820027800,E.E.S. ORIENTADA NRO 419 DOMINGO FAUSTINO SARMIENTO,DR ALVAREZ 1013  ,S2643,03468 481145,sec419_chanarladeado@santafe.edu.ar,419
Santa Fe,Estatal,Urbano,CASEROS,82014,CHAÑAR LADEADO,82014008,820027900,JARDIN DE INFANTES NRO 31 SARA ECCLESTON,ITALIA 421  ,S2643,03468 483540,jardin31_chanarladeado@santafe.edu.ar,31
Santa Fe,Privado,Urbano,CASEROS,82014,CHAÑAR LADEADO,82014008,820028000,ESCUELA ESPECIAL PARTICULAR INCORPORADA NRO 1255 BAMBI,JOSE FORESTO 738  ,S2643,03468 482226,especial1255_chanarladeado@santafe.edu.ar,1255
Santa Fe,Estatal,Rural,CASEROS,82014,HANSEN,82014012,820028300,ESCUELA NRO 466 DOMINGO FAUSTINO SARMIENTO,   COLONIA HANSEN,S2637,03464 480762,prim466_losquirquinchos@santafe.edu.ar,466
Santa Fe,Estatal,Urbano,CASEROS,82014,LOS QUIRQUINCHOS,82014015,820028400,E.E.M.P.A. NRO 1288 JOSE PEDRONI,RIVADAVIA CALLE 9 275  ,S2637,03465 496015,eempa1288_losquirquinchos@santafe.edu.ar,1288
Santa Fe,Estatal,Urbano,CASEROS,82014,LOS QUIRQUINCHOS,82014015,820028500,ESCUELA NRO 212 BERNARDINO RIVADAVIA,RIVADAVIA CALLE 9 275  ,S2637,03465 496015,prim212_losquirquinchos@santafe.edu.ar,212
Santa Fe,Estatal,Rural,CASEROS,82014,GODEKEN,82014011,820028600,E.E.S. ORIENTADA NRO 378 BALDOMERO FERNADEZ MORENO,CALLE 9 Y CALLE 16   ,S2639,03465 498210,sec378_godeken@santafe.edu.ar,378
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820028700,ESCUELA NRO 19 JUAN DE GARAY,AVENIDA BLAS PARERA 7674 LAS FLORES ,S3000,0342 4578999*8999,prim19_santafe@santafe.edu.ar,19
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,RECREO,82063019,820028800,E.E.S. ORIENTADA NRO 266 IGNACIO CRESPO,AVENIDA MITRE 1311  ,S3018,0342 4577104,sec266_recreo@santafe.edu.ar,266
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820028900,E.E.M.P.A. NRO 1157 JULIETA LANTERI,AVENIDA BLAS PARERA 7674 LAS FLORES ,S3000,0342 4578992,eempa1157_santafe@santafe.edu.ar,1157
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820029000,ESCUELA PRIMARIA NOCTURNA NRO 63,TENIENTE LOZA 7500 SAN AGUSTIN ,S3000,0342 4579034,primadulto63_santafe@santafe.edu.ar,63
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820029001,GRADO RADIAL I - ESCUELA NOCTURNA NRO 63,ABISPONES 10300 EL ABASTO ,S3000,0342 4579034,primadulto63_santafe@santafe.edu.ar,63
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820029002,CE.C.LA. NRO 93,TENIENTE LOZA 7500 SAN AGUSTIN ,S3000,0342 4579034,cecla93_santafe@santafe.edu.ar,93
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820029100,ESCUELA PART. INC. NRO 1414 SAN ARNOLDO JANSSEN,AV. PEÑALOZA 8200 NUEVA POMPEYA ,S3000,0342 4893712,prim1414_santafe@santafe.edu.ar,1414
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820029200,ESCUELA NRO 1336 COMBATE DEL QUEBRACHO,V.ALSINA 8900 LICEO NORTE ,S3000,0342 4579035,prim1336_santafe@santafe.edu.ar,1336
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820029300,ESCUELA PART. INC. NRO 1341 SANTA RITA DE CASIA,FLORENCIO FERNANDEZ 5440 SANTA RITA ,S3000,0342 4891833,primpri1341_santafe@santafe.edu.ar,1341
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,RECREO,82063019,820029400,JARDIN DE INFANTES NRO 140 SOL ROSA ACUÑA,BELGRANO 842  ,S3018,0342 4577106,jardin140_recreo@santafe.edu.ar,140
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,RECREO,82063019,820029500,E.E.M.P.A. NRO 1285,IGNACIO CRESPO 1336  ,S3018,0342 4961325,eempa1285_recreo@santafe.edu.ar,1285
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,MONTE VERA,82063015,820029501,ANEXO I - E.E.M.P.A. NRO 1285,ENTRE RIOS 1150  ,S3014,0342 4904862,eempa6285_montevera@santafe.edu.ar,1285
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,RECREO,82063019,820029502,EXTENSION AULICA E.E.M.P.A. NRO 1285,SANTIAGO DE CHILE S/N  COMUNIDAD ABORIGEN MOCOVI ENTRE ROSARIO Y DOCTOR SAYAGO,S3018,- -,eempa1285_recreo@santafe.edu.ar,1285
Santa Fe,Estatal,Urbano,ROSARIO,82084,PEREZ,82084032,820029600,ESCUELA NRO 6398 GENERAL MOSCONI,CORTADA MOSCONI 982 TALLERES NUEVO ,S2121,0341 4951460,prim6398_perez@santafe.edu.ar,6398
Santa Fe,Estatal,Urbano,ROSARIO,82084,PEREZ,82084032,820029700,TALLER DE EDUCACION MANUAL NRO 66 3 DE FEBRERO,B MORELLI 853 CENTRO ,S2121,0341 4950795,taller66_perez@santafe.edu.ar,66
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,LAGUNA PAIVA,82063011,820029900,E.E. TÉCNICO PROFESIONAL NRO 458 HERNANDARIAS DE SAAVEDRA,BOASSI 1659  ,S3020,0342 4578963,sec458_lagunapaiva@santafe.edu.ar,458
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,LAGUNA PAIVA,82063011,820030000,E.E.S. ORIENTADA NRO 423 REYNALDO CULLEN,BELGRANO 1419 FONAVI ,S3020,0342 4578962,sec423_lagunapaiva@santafe.edu.ar,423
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,NELSON,82063016,820030100,ESCUELA NRO 572 DOCTOR RODOLFO FREYRE,BELGRANO 1085  ,S3032,0342 4902028,prim572_nelson@santafe.edu.ar,572
Santa Fe,Privado,Urbano,LA CAPITAL,82063,NELSON,82063016,820030200,ESCUELA PART. INC. NRO 1170 SAN JOSE OBRERO,RIVADAVIA 442 LAS DELICIAS ,S3032,0342 4902065,prim1170_nelson@santafe.edu.ar,1170
Santa Fe,Estatal,Rural,LA CAPITAL,82063,IRIONDO,82063010,820030300,ESCUELA NRO 519 ANTONIO MARIA PIZZORNO,CAMINO PUBLICO S/N   PARAJE IRIONDO/RUTA PROVINCIAL 11- ESC NRO 519,S3032,0342 155690086,prim519_nelson@santafe.edu.ar,519
Santa Fe,Estatal,Rural,LA CAPITAL,82063,MANUCHO,82063014,820030500,ESCUELA NRO 521 SIMON DE IRIONDO,   RUTA PROVINCIAL 4 - KM 16,S3032,342 6307213,prim521_nelson@santafe.edu.ar,521
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,NELSON,82063016,820030600,JARDIN DE INFANTES NUCLEADO NRO 87 CRISTIAN EXEQUIEL FONTANINI,CELESTINO TION 287  ,S3032,0342 4902820,jardin87_nelson@santafe.edu.ar,87
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,MANUCHO,82063014,820030601,NUCLEO ITINERANTE I - JARDIN DE INFANTES NUCLEADO NRO 87 CRISTIAN EXEQUIEL FONTANINI,   RUTA PROVINCIAL 4 - KM 16,S3032,0342 4991003,jardin87_nelson@santafe.edu.ar,87
Santa Fe,Estatal,Rural,LA CAPITAL,82063,NELSON,82063016,820030700,ESCUELA NRO 870 GREGORIA MATORRAS DE SAN MARTIN,RUTA NRO 6   PARAJE RINCON DE AVILA,S3032,0342 155000863,prim870_nelson@santafe.edu.ar,870
Santa Fe,Estatal,Rural,LA CAPITAL,82063,VILLA LAURA,82063028,820030900,ESCUELA NRO 575 CACIQUE YAMANDU,CALLE 4   VILLA LAURA,S3014,0342 4579252,prim575_arroyoaguiar@santafe.edu.ar,575
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,LAGUNA PAIVA,82063011,820031000,ESCUELA ESPECIAL DE FORMACION LABORAL NRO 2101,CAMINO RURAL S/N LOS HORNOS EX VIVERO FERROVIARIO KM. 41,S3020,0342 4942040,especial2101_lagunapaiva@santafe.edu.ar,2101
Santa Fe,Privado,Urbano,GENERAL LOPEZ,82042,WHEELWRIGHT,82042051,820031300,E.E.S. ORIENTADA PART. INC. NRO 2059 PRESBÍTERO JORGE R. ROSALES,BELGRANO 901  ,S2722,02473 480143,sec2059_wheelwright@santafe.edu.ar,2059
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,WHEELWRIGHT,82042051,820031400,ESCUELA ESPECIAL NRO 2088 ANGELA PERALTA PINO,ECHEVERRIA Y URQUIZA S/N ALBORADA ,S2722,02473 480339,especial2088_wheelwright@santafe.edu.ar,2088
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,WHEELWRIGHT,82042051,820031500,C.E.P.A. NRO 35,URQUIZA 316  ,S2722,02473 480240,CEPA35_WHEELWRIGHT@SANTAFE.EDU.AR,35
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,CHAPUY,82042008,820031700,ESCUELA NRO 176 JUAN BAUTISTA ALBERDI,AVENIDA GENERAL SAN MARTIN 273  ,S2603,03462 494026,prim176_chapuy@santafe.edu.ar,176
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,SANTA ISABEL,82042045,820031800,ESCUELA NRO 6253 GENERAL DE SAN MARTIN,   VILLA SOL DE MAYO-ESTANCIA RUNCIMAN,S2611,03462 695402,prim6253_santaisabel@santafe.edu.ar,6253
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,SANTA ISABEL,82042045,820031900,TALLER DE EDUCACION MANUAL NRO 130 FRAY LUIS BELTRAN,SARMIENTO 958  ,S2605,03462 490004,taller130_santaisabel@santafe.edu.ar,130
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,SAN LORENZO,82119017,820032000,ESCUELA NRO 664 ROSARIO VERA PEÑALOZA,ALEMANIA 771 DIAZ VELEZ ,S2200,03476 435463,prim664_sanlorenzo@santafe.edu.ar,664
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,SAN LORENZO,82119017,820032100,JARDIN DE INFANTES NRO 158 MERCEDITAS DE SAN MARTIN,CASILDA 2685  ,S2200,03476 435465,jardin158_sanlorenzo@santafe.edu.ar,158
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,SAN LORENZO,82119017,820032200,ESCUELA NRO 1339 INGENIERO ENRIQUE MOSCONI,JOSE INGENIEROS 1850 FONAVI OESTE ,S2200,03476 435466,prim1339_sanlorenzo@santafe.edu.ar,1339
Santa Fe,Privado,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820032300,ESCUELA PART. INC. NRO 1111 NUESTRA SEÑORA DE LA MISERICORDIA,PRESIDENTE PERON 58 CENTRO ,S6100,03382 428527,prim1111_rufino@santafe.edu.ar,1111
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032400,JARDIN DE INFANTES NRO 58 GABRIELA MISTRAL,ESPORA 2129 GUADALUPE OESTE ,S3000,0342 4579002,jardin58_santafe@santafe.edu.ar,58
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032500,JARDIN DE INFANTES NRO 22 JAVIER FERNANDEZ ORTIZ,REGIMIENTO 12 DE INFANTERIA 3989 SAN JOSE ,S3000,0342 4579026,jardin22_santafe@santafe.edu.ar,22
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032600,JARDIN DE INFANTES PART. INC. NRO 1243 DON BOSCO,ESTANISLAO ZEBALLOS 3201 LOS HORNOS ,S3000,0342 4897314,jardin1243_santafe@santafe.edu.ar,1243
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032700,JARDIN DE INFANTES NUCLEADO NRO 75 ACCION COOPERATIVA,EUROPA 7565 LAS FLORES II ,S3000,0342 4579010,jardin75_santafe@santafe.edu.ar,75
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032701,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 75 ACCIÓN COOPERATIVA,ESPORA 4301 SAN MARTIN altura REGIMIENTO 12 DE INFANTERIA 3989,S3000,0342 4579003,jardin75_santafe@santafe.edu.ar,75
